"","board.size","bt.runtime1","fc.runtime1","gac.runtime1"
"1",1,0.0008059978,0.00072546,0.000886917
"2",2,0.00115516195,0.0012981176,0.001345694
"3",3,0.00599115686666667,0.0048905584,0.00910035788888889
"4",4,0.15127828715,0.1291748016875,0.311105534375
"5",5,31.028516652248,10.839113689448,5.21598078736
"6",6,NA,NA,60.7180363730345
"7",7,NA,NA,38.88948961725
"8",8,NA,NA,88.155338161125
"9",9,NA,NA,115.67709038775
"10",10,218.794859370512,173.697421487881,118.464912258194
