"","board.size","bt.runtime1","bt.runtime2","bt.runtime3","fc.runtime1","fc.runtime2","fc.runtime3","gac.runtime1","gac.runtime2","gac.runtime3"
"1",1,0.0008059978,0.000773874933333333,0.0010632038,0.00072546,0.0005805652,0.0008234818,0.0003165722,0.000552415866666667,0.0003246784
"2",2,0.00115516195,0.00281778575,0.00553507801666667,0.0012981176,0.0025406917,0.00559209191666667,0.0015763879,0.00285512608333333,0.00692541991666667
"3",3,0.00599115686666667,21.6921501358,2.16288006042963,0.0048905584,18.2024781566074,1.41424000168889,0.00756502153333333,20.0935550780667,0.404734101155556
"4",4,0.15127828715,514.644334455233,697.520391150409,0.1291748016875,962.0134523721,672.491399367719,0.05221028625,970.376669604233,289.971757166933
